name;prize;penalty
Complex5737;5;100
Complex5738;5;100
Complex5739;5;100
Complex574;5;100
Complex5740;5;100
Complex5741;5;100
Complex5742;5;100
Complex5743;5;100
Complex5744;5;100
Complex5745;5;100
Complex5746;5;100
Complex5747;5;100
Complex5748;5;100
Complex5749;5;100
Complex575;5;100
Complex5750;5;100
Complex5751;5;100
Complex5752;5;100
Complex5753;5;100
Complex5754;5;100
Complex5755;5;100
Complex5756;5;100
Complex5757;5;100
Complex5758;5;100
Complex5759;5;100
Complex576;5;100
Complex5760;5;100
Complex5761;5;100
Complex5762;5;100
Complex5763;5;100
Complex5764;5;100
Complex5765;5;100
Complex5766;5;100
Complex5767;5;100
Complex5768;5;100
Complex5769;5;100
Complex577;5;100
Complex5770;5;100
Complex5771;5;100
Complex5772;5;100
Complex5773;5;100
Complex5774;5;100
Complex5775;5;100
Complex5776;5;100
Complex5777;5;100
Complex5778;5;100
Complex5779;5;100
Complex578;5;100
Complex5780;5;100
Complex5781;5;100
Complex5782;5;100
Complex5783;5;100
Complex5784;5;100
Complex5785;5;100
Complex5786;5;100
Complex5787;5;100
Complex5788;5;100
Complex5789;5;100
Complex579;5;100
Complex5790;5;100
Complex5791;5;100
Complex5792;5;100
Complex5793;5;100
Complex5794;5;100
Complex5795;5;100
Complex5796;5;100
Complex5797;5;100
Complex5798;5;100
Complex5799;5;100
Complex58;5;100
Complex580;5;100
Complex5800;5;100
Complex5801;5;100
Complex5802;5;100
Complex5803;5;100
Complex5804;5;100
Complex5805;5;100
Complex5806;5;100
Complex5807;5;100
Complex5808;5;100
Complex5809;5;100
Complex581;5;100
Complex5810;5;100
Complex5811;5;100
Complex5812;5;100
Complex5813;5;100
Complex5814;5;100
Complex5815;5;100
Complex5816;5;100
Complex5817;5;100
Complex5818;5;100
Complex5819;5;100
Complex582;5;100
Complex5820;5;100
Complex5821;5;100
Complex5822;5;100
Complex5823;5;100
Complex5824;5;100
Complex5825;5;100
Complex5826;5;100
Complex5827;5;100
Complex5828;5;100
Complex5829;5;100
Complex583;5;100
Complex5830;5;100
Complex5831;5;100
Complex5832;5;100
Complex5833;5;100
Complex5834;5;100
Complex5835;5;100
Complex5836;5;100
Complex5837;5;100
Complex5838;5;100
Complex5839;5;100
Complex584;5;100
Complex5840;5;100
Complex5841;5;100
Complex5842;5;100
Complex5843;5;100
Complex5844;5;100
Complex5845;5;100
Complex5846;5;100
Complex5847;5;100
Complex5848;5;100
Complex5849;5;100
Complex585;5;100
Complex5850;5;100
Complex5851;5;100
Complex5852;5;100
Complex5853;5;100
Complex5854;5;100
Complex5855;5;100
Complex5856;5;100
Complex5857;5;100
Complex5858;5;100
Complex5859;5;100
Complex586;5;100
Complex5860;5;100
Complex5861;5;100
Complex5862;5;100
Complex5863;5;100
Complex5864;5;100
Complex5865;5;100
Complex5866;5;100
Complex5867;5;100
Complex5868;5;100
Complex5869;5;100
Complex587;5;100
Complex5870;5;100
Complex5871;5;100
Complex5872;5;100
Complex5873;5;100
Complex5874;5;100
Complex5875;5;100
Complex5876;5;100
Complex5877;5;100
Complex5878;5;100
Complex5879;5;100
Complex588;5;100
Complex5880;5;100
Complex5881;5;100
Complex5882;5;100
Complex5883;5;100
Complex5884;5;100
Complex5885;5;100
Complex5886;5;100
Complex5887;5;100
Complex5888;5;100
Complex5889;5;100
Complex589;5;100
Complex5890;5;100
Complex5891;5;100
Complex5892;5;100
Complex5893;5;100
Complex5894;5;100
Complex5895;5;100
Complex5896;5;100
Complex5897;5;100
Complex5898;5;100
Complex5899;5;100
Complex59;5;100
Complex590;5;100
Complex5900;5;100
Complex5901;5;100
Complex5902;5;100
Complex5903;5;100
Complex5904;5;100
Complex5905;5;100
Complex5906;5;100
Complex5907;5;100
Complex5908;5;100
Complex5909;5;100
Complex591;5;100
Complex5910;5;100
Complex5911;5;100
Complex5912;5;100
Complex5913;5;100
Complex5914;5;100
Complex5915;5;100
Complex5916;5;100
Complex5917;5;100
Complex5918;5;100
Complex5919;5;100
Complex592;5;100
Complex5920;5;100
Complex5921;5;100
Complex5922;5;100
Complex5923;5;100
Complex5924;5;100
Complex5925;5;100
Complex5926;5;100
Complex5927;5;100
Complex5928;5;100
Complex5929;5;100
Complex593;5;100
Complex5930;5;100
Complex5931;5;100
Complex5932;5;100
Complex5933;5;100
Complex5934;5;100
Complex5935;5;100
Complex5936;5;100
Complex5937;5;100
Complex5938;5;100
Complex5939;5;100
Complex594;5;100
Complex5940;5;100
Complex5941;5;100
Complex5942;5;100
Complex5943;5;100
Complex5944;5;100
Complex5945;5;100
Complex5946;5;100
Complex5947;5;100
Complex5948;5;100
Complex5949;5;100
Complex595;5;100
Complex5950;5;100
Complex5951;5;100
Complex5952;5;100
Complex5953;5;100
Complex5954;5;100
Complex5955;5;100
Complex5956;5;100
Complex5957;5;100
Complex5958;5;100
Complex5959;5;100
Complex596;5;100
Complex5960;5;100
Complex5961;5;100
Complex5962;5;100
Complex5963;5;100
Complex5964;5;100
Complex5965;5;100
Complex5966;5;100
Complex5967;5;100
Complex5968;5;100
Complex5969;5;100
Complex597;5;100
Complex5970;5;100
Complex5971;5;100
Complex5972;5;100
Complex5973;5;100
Complex5974;5;100
Complex5975;5;100
Complex5976;5;100
Complex5977;5;100
Complex5978;5;100
Complex5979;5;100
Complex598;5;100
Complex5980;5;100
Complex5981;5;100
Complex5982;5;100
Complex5983;5;100
Complex5984;5;100
Complex5985;5;100
Complex5986;5;100
Complex5987;5;100
Complex5988;5;100
Complex5989;5;100
Complex599;5;100
Complex5990;5;100
Complex5991;5;100
Complex5992;5;100
Complex5993;5;100
Complex5994;5;100
Complex5995;5;100
Complex5996;5;100
Complex5997;5;100
Complex5998;5;100
Complex5999;5;100
Complex6;5;100
Complex60;5;100
Complex600;5;100
Complex6000;5;100
Complex6001;5;100
Complex6002;5;100
Complex6003;5;100
Complex6004;5;100
Complex6005;5;100
Complex6006;5;100
Complex6007;5;100
Complex6008;5;100
Complex6009;5;100
Complex601;5;100
Complex6010;5;100
Complex6011;5;100
Complex6012;5;100
Complex6013;5;100
Complex6014;5;100
Complex6015;5;100
Complex6016;5;100
Complex6017;5;100
Complex6018;5;100
Complex6019;5;100
Complex602;5;100
Complex6020;5;100
Complex6021;5;100
Complex6022;5;100
Complex6023;5;100
Complex6024;5;100
Complex6025;5;100
Complex6026;5;100
Complex6027;5;100
Complex6028;5;100
Complex6029;5;100
Complex603;5;100
Complex6030;5;100
Complex6031;5;100
Complex6032;5;100
Complex6033;5;100
Complex6034;5;100
Complex6035;5;100
Complex6036;5;100
Complex6037;5;100
Complex6038;5;100
Complex6039;5;100
Complex604;5;100
Complex6040;5;100
Complex6041;5;100
Complex6042;5;100
Complex6043;5;100
Complex6044;5;100
Complex6045;5;100
Complex6046;5;100
Complex6047;5;100
Complex6048;5;100
Complex6049;5;100
Complex605;5;100
Complex6050;5;100
Complex6051;5;100
Complex6052;5;100
Complex6053;5;100
Complex6054;5;100
Complex6055;5;100
Complex6056;5;100
Complex6057;5;100
Complex6058;5;100
Complex6059;5;100
Complex606;5;100
Complex6060;5;100
Complex6061;5;100
Complex6062;5;100
Complex6063;5;100
Complex6064;5;100
Complex6065;5;100
Complex6066;5;100
Complex6067;5;100
Complex6068;5;100
Complex6069;5;100
Complex607;5;100
Complex6070;5;100
Complex6071;5;100
Complex6072;5;100
Complex6073;5;100
Complex6074;5;100
Complex6075;5;100
Complex6076;5;100
Complex6077;5;100
Complex6078;5;100
Complex6079;5;100
Complex608;5;100
Complex6080;5;100
Complex6081;5;100
Complex6082;5;100
Complex6083;5;100
Complex6084;5;100
Complex6085;5;100
Complex6086;5;100
Complex6087;5;100
Complex6088;5;100
Complex6089;5;100
Complex609;5;100
Complex6090;5;100
Complex6091;5;100
Complex6092;5;100
Complex6093;5;100
Complex6094;5;100
Complex6095;5;100
Complex6096;5;100
Complex6097;5;100
Complex6098;5;100
Complex6099;5;100
Complex61;5;100
Complex610;5;100
Complex6100;5;100
Complex6101;5;100
Complex6102;5;100
Complex6103;5;100
Complex6104;5;100
Complex6105;5;100
Complex6106;5;100
Complex6107;5;100
Complex6108;5;100
Complex6109;5;100
Complex611;5;100
Complex6110;5;100
Complex6111;5;100
Complex6112;5;100
Complex6113;5;100
Complex6114;5;100
Complex6115;5;100
Complex6116;5;100
Complex6117;5;100
Complex6118;5;100
Complex6119;5;100
Complex612;5;100
Complex6120;5;100
Complex6121;5;100
Complex6122;5;100
Complex6123;5;100
Complex6124;5;100
Complex6125;5;100
Complex6126;5;100
Complex6127;5;100
Complex6128;5;100
Complex6129;5;100
Complex613;5;100
Complex6130;5;100
Complex6131;5;100
Complex6132;5;100
Complex6133;5;100
Complex6134;5;100
Complex6135;5;100
Complex6136;5;100
Complex6137;5;100
Complex6138;5;100
Complex6139;5;100
Complex614;5;100
Complex6140;5;100
Complex6141;5;100
Complex6142;5;100
Complex6143;5;100
Complex6144;5;100
Complex6145;5;100
Complex6146;5;100
Complex6147;5;100
Complex6148;5;100
Complex6149;5;100
Complex615;5;100
Complex6150;5;100
Complex6151;5;100
Complex6152;5;100
Complex6153;5;100
Complex6154;5;100
Complex6155;5;100
Complex6156;5;100
Complex6157;5;100
Complex6158;5;100
Complex6159;5;100
Complex616;5;100
Complex6160;5;100
Complex6161;5;100
Complex6162;5;100
Complex6163;5;100
Complex6164;5;100
Complex6165;5;100
Complex6166;5;100
Complex6167;5;100
Complex6168;5;100
Complex6169;5;100
Complex617;5;100
Complex6170;5;100
Complex6171;5;100
Complex6172;5;100
Complex6173;5;100
Complex6174;5;100
Complex6175;5;100
Complex6176;5;100
Complex6177;5;100
Complex6178;5;100
Complex6179;5;100
Complex618;5;100
Complex6180;5;100
Complex6181;5;100
Complex6182;5;100
Complex6183;5;100
Complex6184;5;100
Complex6185;5;100
Complex6186;5;100
Complex6187;5;100
Complex6188;5;100
Complex6189;5;100
Complex619;5;100
Complex6190;5;100
Complex6191;5;100
Complex6192;5;100
Complex6193;5;100
Complex6194;5;100
Complex6195;5;100
Complex6196;5;100
Complex6197;5;100
Complex6198;5;100
Complex6199;5;100
Complex62;5;100
Complex620;5;100
Complex6200;5;100
Complex6201;5;100
Complex6202;5;100
Complex6203;5;100
Complex6204;5;100
Complex6205;5;100
Complex6206;5;100
Complex6207;5;100
Complex6208;5;100
Complex6209;5;100
Complex621;5;100
Complex6210;5;100
Complex6211;5;100
Complex6212;5;100
Complex6213;5;100
Complex6214;5;100
Complex6215;5;100
Complex6216;5;100
Complex6217;5;100
Complex6218;5;100
Complex6219;5;100
Complex622;5;100
Complex6220;5;100
Complex6221;5;100
Complex6222;5;100
Complex6223;5;100
Complex6224;5;100
Complex6225;5;100
Complex6226;5;100
Complex6227;5;100
Complex6228;5;100
Complex6229;5;100
Complex623;5;100
Complex6230;5;100
Complex6231;5;100
Complex6232;5;100
Complex6233;5;100
Complex6234;5;100
Complex6235;5;100
Complex6236;5;100
Complex6237;5;100
Complex6238;5;100
Complex6239;5;100
Complex624;5;100
Complex6240;5;100
Complex6241;5;100
Complex6242;5;100
Complex6243;5;100
Complex6244;5;100
Complex6245;5;100
Complex6246;5;100
Complex6247;5;100
Complex6248;5;100
Complex6249;5;100
Complex625;5;100
Complex6250;5;100
Complex6251;5;100
Complex6252;5;100
Complex6253;5;100
Complex6254;5;100
Complex6255;5;100
Complex6256;5;100
Complex6257;5;100
Complex6258;5;100
Complex6259;5;100
Complex626;5;100
Complex6260;5;100
Complex6261;5;100
Complex6262;5;100
Complex6263;5;100
Complex6264;5;100
Complex6265;5;100
Complex6266;5;100
Complex6267;5;100
Complex6268;5;100
Complex6269;5;100
Complex627;5;100
Complex6270;5;100
Complex6271;5;100
Complex6272;5;100
Complex6273;5;100
Complex6274;5;100
Complex6275;5;100
Complex6276;5;100
Complex6277;5;100
Complex6278;5;100
Complex6279;5;100
Complex628;5;100
Complex6280;5;100
Complex6281;5;100
Complex6282;5;100
Complex6283;5;100
Complex6284;5;100
Complex6285;5;100
Complex6286;5;100
Complex6287;5;100
Complex6288;5;100
Complex6289;5;100
Complex629;5;100
Complex6290;5;100
Complex6291;5;100
Complex6292;5;100
Complex6293;5;100
Complex6294;5;100
Complex6295;5;100
Complex6296;5;100
Complex6297;5;100
Complex6298;5;100
Complex6299;5;100
Complex63;5;100
Complex630;5;100
Complex6300;5;100
Complex6301;5;100
Complex6302;5;100
Complex6303;5;100
Complex6304;5;100
Complex6305;5;100
Complex6306;5;100
Complex6307;5;100
Complex6308;5;100
Complex6309;5;100
Complex631;5;100
Complex6310;5;100
Complex6311;5;100
Complex6312;5;100
Complex6313;5;100
Complex6314;5;100
Complex6315;5;100
Complex6316;5;100
Complex6317;5;100
Complex6318;5;100
Complex6319;5;100
Complex632;5;100
Complex6320;5;100
Complex6321;5;100
Complex6322;5;100
Complex6323;5;100
Complex6324;5;100
Complex6325;5;100
Complex6326;5;100
Complex6327;5;100
Complex6328;5;100
Complex6329;5;100
Complex633;5;100
Complex6330;5;100
Complex6331;5;100
Complex6332;5;100
Complex6333;5;100
Complex6334;5;100
Complex6335;5;100
Complex6336;5;100
Complex6337;5;100
Complex6338;5;100
Complex6339;5;100
Complex634;5;100
Complex6340;5;100
Complex6341;5;100
Complex6342;5;100
Complex6343;5;100
Complex6344;5;100
Complex6345;5;100
Complex6346;5;100
Complex6347;5;100
Complex6348;5;100
Complex6349;5;100
Complex635;5;100
Complex6350;5;100
Complex6351;5;100
Complex6352;5;100
Complex6353;5;100
Complex6354;5;100
Complex6355;5;100
Complex6356;5;100
Complex6357;5;100
Complex6358;5;100
Complex6359;5;100
Complex636;5;100
Complex6360;5;100
Complex6361;5;100
Complex6362;5;100
Complex6363;5;100
Complex6364;5;100
Complex6365;5;100
Complex6366;5;100
Complex6367;5;100
Complex6368;5;100
Complex6369;5;100
Complex637;5;100
Complex6370;5;100
Complex6371;5;100
Complex6372;5;100
Complex6373;5;100
Complex6374;5;100
Complex6375;5;100
Complex6376;5;100
Complex6377;5;100
Complex6378;5;100
Complex6379;5;100
Complex638;5;100
Complex6380;5;100
Complex6381;5;100
Complex6382;5;100
Complex6383;5;100
Complex6384;5;100
Complex6385;5;100
Complex6386;5;100
Complex6387;5;100
Complex6388;5;100
Complex6389;5;100
Complex639;5;100
Complex6390;5;100
Complex6391;5;100
Complex6392;5;100
Complex6393;5;100
Complex6394;5;100
Complex6395;5;100
Complex6396;5;100
Complex6397;5;100
Complex6398;5;100
Complex6399;5;100
Complex64;5;100
Complex640;5;100
Complex6400;5;100
Complex6401;5;100
Complex6402;5;100
Complex6403;5;100
Complex6404;5;100
Complex6405;5;100
Complex6406;5;100
Complex6407;5;100
Complex6408;5;100
Complex6409;5;100
Complex641;5;100
Complex6410;5;100
Complex6411;5;100
Complex6412;5;100
Complex6413;5;100
Complex6414;5;100
Complex6415;5;100
Complex6416;5;100
Complex6417;5;100
Complex6418;5;100
Complex6419;5;100
Complex642;5;100
Complex6420;5;100
Complex6421;5;100
Complex6422;5;100
Complex6423;5;100
Complex6424;5;100
Complex6425;5;100
Complex6426;5;100
Complex6427;5;100
Complex6428;5;100
Complex6429;5;100
Complex643;5;100
Complex6430;5;100
Complex6431;5;100
Complex6432;5;100
Complex6433;5;100
Complex6434;5;100
Complex6435;5;100
Complex6436;5;100
Complex6437;5;100
Complex6438;5;100
Complex6439;5;100
Complex644;5;100
Complex6440;5;100
Complex6441;5;100
Complex6442;5;100
Complex6443;5;100
Complex6444;5;100
Complex6445;5;100
Complex6446;5;100
Complex6447;5;100
Complex6448;5;100
Complex6449;5;100
Complex645;5;100
Complex6450;5;100
Complex6451;5;100
Complex6452;5;100
Complex6453;5;100
Complex6454;5;100
Complex6455;5;100
Complex6456;5;100
Complex6457;5;100
Complex6458;5;100
Complex6459;5;100
Complex646;5;100
Complex6460;5;100
Complex6461;5;100
Complex6462;5;100
Complex6463;5;100
Complex6464;5;100
Complex6465;5;100
Complex6466;5;100
Complex6467;5;100
Complex6468;5;100
Complex6469;5;100
Complex647;5;100
Complex6470;5;100
Complex6471;5;100
Complex6472;5;100
Complex6473;5;100
Complex6474;5;100
Complex6475;5;100
Complex6476;5;100
Complex6477;5;100
Complex6478;5;100
Complex6479;5;100
Complex648;5;100
Complex6480;5;100
Complex6481;5;100
Complex6482;5;100
Complex6483;5;100
Complex6484;5;100
Complex6485;5;100
Complex6486;5;100
Complex6487;5;100
Complex6488;5;100
Complex6489;5;100
Complex649;5;100
Complex6490;5;100
Complex6491;5;100
Complex6492;5;100
Complex6493;5;100
Complex6494;5;100
Complex6495;5;100
Complex6496;5;100
Complex6497;5;100
Complex6498;5;100
Complex6499;5;100
Complex65;5;100
Complex650;5;100
Complex6500;5;100
Complex6501;5;100
Complex6502;5;100
Complex6503;5;100
Complex6504;5;100
Complex6505;5;100
Complex6506;5;100
Complex6507;5;100
Complex6508;5;100
Complex6509;5;100
Complex651;5;100
Complex6510;5;100
Complex6511;5;100
Complex6512;5;100
Complex6513;5;100
Complex6514;5;100
Complex6515;5;100
Complex6516;5;100
Complex6517;5;100
Complex6518;5;100
Complex6519;5;100
Complex652;5;100
Complex6520;5;100
Complex6521;5;100
Complex6522;5;100
Complex6523;5;100
Complex6524;5;100
Complex6525;5;100
Complex6526;5;100
Complex6527;5;100
Complex6528;5;100
Complex6529;5;100
Complex653;5;100
Complex6530;5;100
Complex6531;5;100
Complex6532;5;100
Complex6533;5;100
Complex6534;5;100
Complex6535;5;100
Complex6536;5;100
Complex6537;5;100
Complex6538;5;100
Complex6539;5;100
Complex654;5;100
Complex6540;5;100
Complex6541;5;100
Complex6542;5;100
Complex6543;5;100
Complex6544;5;100
Complex6545;5;100
Complex6546;5;100
Complex6547;5;100
Complex6548;5;100
Complex6549;5;100
Complex655;5;100
Complex6550;5;100
Complex6551;5;100
Complex6552;5;100
Complex6553;5;100
Complex6554;5;100
Complex6555;5;100
Complex6556;5;100
Complex6557;5;100
Complex6558;5;100
Complex6559;5;100
Complex656;5;100
Complex6560;5;100
Complex6561;5;100
Complex6562;5;100
Complex6563;5;100
Complex6564;5;100
Complex6565;5;100
Complex6566;5;100
Complex6567;5;100
Complex6568;5;100
Complex6569;5;100
Complex657;5;100
Complex6570;5;100
Complex6571;5;100
Complex6572;5;100
Complex6573;5;100
Complex6574;5;100
Complex6575;5;100
Complex6576;5;100
Complex6577;5;100
Complex6578;5;100
Complex6579;5;100
Complex658;5;100
Complex6580;5;100
Complex6581;5;100
Complex6582;5;100
Complex6583;5;100
Complex6584;5;100
Complex6585;5;100
Complex6586;5;100
Complex6587;5;100
Complex6588;5;100
Complex6589;5;100
Complex659;5;100
Complex6590;5;100
Complex6591;5;100
Complex6592;5;100
Complex6593;5;100
Complex6594;5;100
Complex6595;5;100
Complex6596;5;100
Complex6597;5;100
Complex6598;5;100
Complex6599;5;100
Complex66;5;100
Complex660;5;100
Complex6600;5;100
Complex6601;5;100
Complex6602;5;100
Complex6603;5;100
Complex6604;5;100
Complex6605;5;100
Complex6606;5;100
Complex6607;5;100
Complex6608;5;100
Complex6609;5;100
Complex661;5;100
Complex6610;5;100
Complex6611;5;100
Complex6612;5;100
Complex6613;5;100
Complex6614;5;100
Complex6615;5;100
Complex6616;5;100
Complex6617;5;100
Complex6618;5;100
Complex6619;5;100
Complex662;5;100
Complex6620;5;100
Complex6621;5;100
Complex6622;5;100
Complex6623;5;100
Complex6624;5;100
Complex6625;5;100
Complex6626;5;100
Complex6627;5;100
Complex6628;5;100
Complex6629;5;100
Complex663;5;100
Complex6630;5;100
Complex6631;5;100
Complex6632;5;100
Complex6633;5;100
Complex6634;5;100
Complex6635;5;100
Complex6636;5;100
Complex6637;5;100
Complex6638;5;100
Complex6639;5;100
Complex664;5;100
Complex6640;5;100
Complex6641;5;100
Complex6642;5;100
Complex6643;5;100
Complex6644;5;100
Complex6645;5;100
Complex6646;5;100
Complex6647;5;100
Complex6648;5;100
Complex6649;5;100
Complex665;5;100
Complex6650;5;100
Complex6651;5;100
Complex6652;5;100
Complex6653;5;100
Complex6654;5;100
Complex6655;5;100
Complex6656;5;100
Complex6657;5;100
Complex6658;5;100
Complex6659;5;100
Complex666;5;100
Complex6660;5;100
Complex6661;5;100
Complex6662;5;100
Complex6663;5;100
Complex6664;5;100
Complex6665;5;100
Complex6666;5;100
Complex6667;5;100
Complex6668;5;100
Complex6669;5;100
Complex667;5;100
Complex6670;5;100
Complex6671;5;100
Complex6672;5;100
Complex6673;5;100
Complex6674;5;100
Complex6675;5;100
Complex6676;5;100
Complex6677;5;100
Complex6678;5;100
Complex6679;5;100
Complex668;5;100
Complex6680;5;100
Complex6681;5;100
Complex6682;5;100
Complex6683;5;100
Complex6684;5;100
Complex6685;5;100
Complex6686;5;100
Complex6687;5;100
Complex6688;5;100
Complex6689;5;100
Complex669;5;100
Complex6690;5;100
Complex6691;5;100
Complex6692;5;100
Complex6693;5;100
Complex6694;5;100
Complex6695;5;100
Complex6696;5;100
Complex6697;5;100
Complex6698;5;100
Complex6699;5;100
Complex67;5;100
Complex670;5;100
Complex6700;5;100
Complex6701;5;100
Complex6702;5;100
Complex6703;5;100
Complex6704;5;100
Complex6705;5;100
Complex6706;5;100
Complex6707;5;100
Complex6708;5;100
Complex6709;5;100
Complex671;5;100
Complex6710;5;100
Complex6711;5;100
Complex6712;5;100
Complex6713;5;100
Complex6714;5;100
Complex6715;5;100
Complex6716;5;100
Complex6717;5;100
Complex6718;5;100
Complex6719;5;100
Complex672;5;100
Complex6720;5;100
Complex6721;5;100
Complex6722;5;100
Complex6723;5;100
Complex6724;5;100
Complex6725;5;100
Complex6726;5;100
Complex6727;5;100
Complex6728;5;100
Complex6729;5;100
Complex673;5;100
Complex6730;5;100
Complex6731;5;100
Complex6732;5;100
Complex6733;5;100
Complex6734;5;100
Complex6735;5;100
Complex6736;5;100
Complex6737;5;100
Complex6738;5;100
Complex6739;5;100
Complex674;5;100
Complex6740;5;100
Complex6741;5;100
Complex6742;5;100
Complex6743;5;100
Complex6744;5;100
Complex6745;5;100
Complex6746;5;100
Complex6747;5;100
Complex6748;5;100
Complex6749;5;100
Complex675;5;100
Complex6750;5;100
Complex6751;5;100
Complex6752;5;100
Complex6753;5;100
Complex6754;5;100
Complex6755;5;100
Complex6756;5;100
Complex6757;5;100
Complex6758;5;100
Complex6759;5;100
Complex676;5;100
Complex6760;5;100
Complex6761;5;100
Complex6762;5;100
Complex6763;5;100
Complex6764;5;100
Complex6765;5;100
Complex6766;5;100
Complex6767;5;100
Complex6768;5;100
Complex6769;5;100
Complex677;5;100
Complex6770;5;100
Complex6771;5;100
Complex6772;5;100
Complex6773;5;100
Complex6774;5;100
Complex6775;5;100
Complex6776;5;100
Complex6777;5;100
Complex6778;5;100
Complex6779;5;100
Complex678;5;100
Complex6780;5;100
Complex6781;5;100
Complex6782;5;100
Complex6783;5;100
Complex6784;5;100
Complex6785;5;100
Complex6786;5;100
Complex6787;5;100
Complex6788;5;100
Complex6789;5;100
Complex679;5;100
Complex6790;5;100
Complex6791;5;100
Complex6792;5;100
Complex6793;5;100
Complex6794;5;100
Complex6795;5;100
Complex6796;5;100
Complex6797;5;100
Complex6798;5;100
Complex6799;5;100
Complex68;5;100
Complex680;5;100
Complex6800;5;100
Complex6801;5;100
Complex6802;5;100
Complex6803;5;100
Complex6804;5;100
Complex6805;5;100
Complex6806;5;100
Complex6807;5;100
Complex6808;5;100
Complex6809;5;100
Complex681;5;100
Complex6810;5;100
Complex6811;5;100
Complex6812;5;100
Complex6813;5;100
Complex6814;5;100
Complex6815;5;100
Complex6816;5;100
Complex6817;5;100
Complex6818;5;100
Complex6819;5;100
Complex682;5;100
Complex6820;5;100
Complex6821;5;100
Complex6822;5;100
Complex6823;5;100
Complex6824;5;100
Complex6825;5;100
Complex6826;5;100
Complex6827;5;100
Complex6828;5;100
Complex6829;5;100
Complex683;5;100
Complex6830;5;100
Complex6831;5;100
Complex6832;5;100
Complex6833;5;100
Complex6834;5;100
Complex6835;5;100
Complex6836;5;100
Complex6837;5;100
Complex6838;5;100
Complex6839;5;100
Complex684;5;100
Complex6840;5;100
Complex6841;5;100
Complex6842;5;100
Complex6843;5;100
Complex6844;5;100
Complex6845;5;100
Complex6846;5;100
Complex6847;5;100
Complex6848;5;100
Complex6849;5;100
Complex685;5;100
Complex6850;5;100
Complex6851;5;100
Complex6852;5;100
Complex6853;5;100
Complex6854;5;100
Complex6855;5;100
Complex6856;5;100
Complex6857;5;100
Complex6858;5;100
Complex6859;5;100
Complex686;5;100
Complex6860;5;100
Complex6861;5;100
Complex6862;5;100
Complex6863;5;100
Complex6864;5;100
Complex6865;5;100
Complex6866;5;100
Complex6867;5;100
Complex6868;5;100
Complex6869;5;100
Complex687;5;100
Complex6870;5;100
Complex6871;5;100
Complex6872;5;100
Complex6873;5;100
Complex6874;5;100
Complex6875;5;100
Complex6876;5;100
Complex6877;5;100
Complex6878;5;100
Complex6879;5;100
Complex688;5;100
Complex6880;5;100
Complex6881;5;100
Complex6882;5;100
Complex6883;5;100
Complex6884;5;100
Complex6885;5;100
Complex6886;5;100
Complex6887;5;100
Complex6888;5;100
Complex6889;5;100
Complex689;5;100
Complex6890;5;100
Complex6891;5;100
Complex6892;5;100
Complex6893;5;100
Complex6894;5;100
Complex6895;5;100
Complex6896;5;100
Complex6897;5;100
Complex6898;5;100
Complex6899;5;100
Complex69;5;100
Complex690;5;100
Complex6900;5;100
Complex6901;5;100
Complex6902;5;100
Complex6903;5;100
Complex6904;5;100
Complex6905;5;100
Complex6906;5;100
Complex6907;5;100
Complex6908;5;100
Complex6909;5;100
Complex691;5;100
Complex6910;5;100
Complex6911;5;100
Complex6912;5;100
Complex6913;5;100
Complex6914;5;100
Complex6915;5;100
Complex6916;5;100
Complex6917;5;100
Complex6918;5;100
Complex6919;5;100
Complex692;5;100
Complex6920;5;100
Complex6921;5;100
Complex6922;5;100
Complex6923;5;100
Complex6924;5;100
Complex6925;5;100
Complex6926;5;100
Complex6927;5;100
Complex6928;5;100
Complex6929;5;100
Complex693;5;100
Complex6930;5;100
Complex6931;5;100
Complex6932;5;100
Complex6933;5;100
Complex6934;5;100
Complex6935;5;100
Complex6936;5;100
Complex6937;5;100
Complex6938;5;100
Complex6939;5;100
Complex694;5;100
Complex6940;5;100
Complex6941;5;100
Complex6942;5;100
Complex6943;5;100
Complex6944;5;100
Complex6945;5;100
Complex6946;5;100
Complex6947;5;100
Complex6948;5;100
Complex6949;5;100
Complex695;5;100
Complex6950;5;100
Complex6951;5;100
Complex6952;5;100
Complex6953;5;100
Complex6954;5;100
Complex6955;5;100
Complex6956;5;100
Complex6957;5;100
Complex6958;5;100
Complex6959;5;100
Complex696;5;100
Complex6960;5;100
Complex6961;5;100
Complex6962;5;100
Complex6963;5;100
Complex6964;5;100
Complex6965;5;100
Complex6966;5;100
Complex6967;5;100
Complex6968;5;100
Complex6969;5;100
Complex697;5;100
Complex6970;5;100
Complex6971;5;100
Complex6972;5;100
Complex6973;5;100
Complex6974;5;100
Complex6975;5;100
Complex6976;5;100
Complex6977;5;100
Complex6978;5;100
Complex6979;5;100
Complex698;5;100
Complex6980;5;100
Complex6981;5;100
Complex6982;5;100
Complex6983;5;100
Complex6984;5;100
Complex6985;5;100
Complex6986;5;100
Complex6987;5;100
Complex6988;5;100
Complex6989;5;100
Complex699;5;100
Complex6990;5;100
Complex6991;5;100
Complex6992;5;100
Complex6993;5;100
Complex6994;5;100
Complex6995;5;100
Complex6996;5;100
Complex6997;5;100
Complex6998;5;100
Complex6999;5;100
Complex7;5;100
Complex70;5;100
Complex700;5;100
Complex7000;5;100
Complex7001;5;100
Complex7002;5;100
Complex7003;5;100
Complex7004;5;100
Complex7005;5;100
Complex7006;5;100
Complex7007;5;100
